,Name,Platform,Year,Genre,Publisher,Sales,region
3611,Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.02,EU
3612,DS Bimoji Training,DS,2008,Misc,Nintendo,0.0,EU
3613,WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.23,EU
3614,Petz Catz Clan,DS,2008,Simulation,Ubisoft,0.04,EU
3615,Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.09,EU
3616,G-Force,DS,2009,Action,Disney Interactive Studios,0.23,EU
3617,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.26,EU
3620,Monster Jam: Path of Destruction,Wii,2010,Racing,Activision,0.02,EU
3621,Rapala Tournament Fishing!,Wii,2006,Sports,Activision,0.0,EU
3622,MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,0.21,EU
3623,Purr Pals,DS,2007,Simulation,THQ,0.36,EU
3624,NCAA Football 07,XB,2006,Sports,Electronic Arts,0.12,EU
3625,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.08,EU
3626,MX vs. ATV: Alive,X360,2011,Racing,THQ,0.14,EU
3628,Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.2,EU
3629,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.21,EU
3630,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010,Simulation,Activision,0.11,EU
3631,Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.16,EU
3632,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.21,EU
3633,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.01,EU
3635,The Godfather (old US sales),XB,2006,Action,Electronic Arts,0.11,EU
3636,Daytona USA,SAT,1994,Racing,Sega,0.0,EU
3637,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.28,EU
3638,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.22,EU
3639,WWF Raw,XB,2002,Fighting,THQ,0.13,EU
3641,Jump Super Stars,DS,2005,Fighting,Nintendo,0.0,EU
3642,Legends of WrestleMania,PS3,2009,Fighting,THQ,0.17,EU
3643,The Activision Decathlon,2600,1982,Sports,Activision,0.03,EU
3646,Fighting Force 2,PS,1999,Action,Eidos Interactive,0.21,EU
3647,Sakura Wars,SAT,1996,Adventure,Sega,0.0,EU
3649,Extermination,PS2,2001,Action,Sony Computer Entertainment,0.16,EU
3650,Batman: Vengeance,PS2,2001,Adventure,Ubisoft,0.21,EU
3651,Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.15,EU
3652,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.16,EU
3653,TMNT,X360,2007,Action,Ubisoft,0.04,EU
3655,Secret Agent Clank(US sales),PSP,2008,Platform,Sony Computer Entertainment,0.22,EU
3656,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.33,EU
3658,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.01,EU
3659,Barbie Horse Adventures: Riding Camp,DS,2008,Sports,Activision,0.0,EU
3661,Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.18,EU
3662,Mega Man Zero,GBA,2002,Platform,Capcom,0.08,EU
3664,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.25,EU
3665,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.21,EU
3666,SD Gundam G Generation Zero,PS,1999,Strategy,Namco Bandai Games,0.0,EU
3668,Shrek 2,XB,2004,Platform,Activision,0.13,EU
3669,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002,Sports,Sega,0.0,EU
3670,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.21,EU
3671,SpongeBob SquarePants: SuperSponge,GBA,2001,Action,THQ,0.15,EU
3673,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.19,EU
3675,Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.02,EU
3676,Tak and the Power of Juju,GBA,2003,Platform,THQ,0.15,EU
3678,Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,0.2,EU
3680,Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.02,EU
3681,Metro 2033,X360,2010,Shooter,THQ,0.24,EU
3682,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008,Misc,THQ,0.0,EU
3685,Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.12,EU
3686,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.08,EU
3687,LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.32,EU
3688,Iron Man,PS2,2008,Action,Sega,0.0,EU
3689,SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0.06,EU
3690,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.02,EU
3691,NBA Live 10,PS3,2009,Sports,Electronic Arts,0.03,EU
3692,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.12,EU
3693,FIFA Soccer 07,XB,2006,Sports,Electronic Arts,0.35,EU
3696,Excite Truck,Wii,2006,Racing,Nintendo,0.03,EU
3699,Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.11,EU
3700,ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.27,EU
3703,Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,0.33,EU
3704,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.2,EU
3705,Front Mission 4,PS2,2003,Strategy,Square Enix,0.11,EU
3706,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,0.14,EU
3707,LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.3,EU
3708,Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0.14,EU
3711,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.24,EU
3712,Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.23,EU
3713,SRS: Street Racing Syndicate,PS2,2004,Racing,Namco Bandai Games,0.21,EU
3717,Gauntlet Legends,N64,1999,Action,Midway Games,0.1,EU
3718,FIFA 99,N64,1998,Sports,Electronic Arts,0.39,EU
3719,Kidou Senshi Gundam: Extreme VS,PS3,2011,Fighting,Namco Bandai Games,0.0,EU
3720,Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.1,EU
3721,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.13,EU
3722,Bust A Groove,PS,1998,Misc,Sony Computer Entertainment,0.06,EU
3723,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.08,EU
3725,Let's Draw!,DS,2008,Misc,Ubisoft,0.23,EU
3727,NHL 14,X360,2013,Sports,Electronic Arts,0.1,EU
3728,Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.16,EU
3729,Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.21,EU
3730,Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.0,EU
3732,Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.29,EU
3733,Cars 2,PS3,2011,Racing,Disney Interactive Studios,0.23,EU
3734,Bratz: Rock Angelz,GBA,2004,Misc,THQ,0.14,EU
3735,How to Train Your Dragon,DS,2010,Action,Activision,0.17,EU
3736,SSX Tricky,GC,2001,Sports,Electronic Arts,0.11,EU
3737,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.14,EU
3738,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.06,EU
3740,Star Fox Command,DS,2006,Shooter,Nintendo,0.01,EU
3741,World Soccer Winning Eleven 7 International (JP version),PS2,2004,Sports,Konami Digital Entertainment,0.0,EU
3742,ESPN NBA Basketball,PS2,2003,Sports,Sega,0.21,EU
3743,Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0.05,EU
3744,Over the Hedge,PS2,2006,Platform,Activision,0.02,EU
3745,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.2,EU
3746,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.32,EU
3747,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.17,EU
3749,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.01,EU
3751,War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.2,EU
3752,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.05,EU
3755,Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.37,EU
3756,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0.0,EU
3758,Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.2,EU
3760,NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.02,EU
3761,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.0,EU
3762,Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.2,EU
3764,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.07,EU
3765,Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.2,EU
3767,NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.02,EU
3768,007 Racing,PS,2000,Racing,Electronic Arts,0.2,EU
3770,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004,Misc,Sega,0.11,EU
3771,Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.0,EU
3772,SimAnimals,DS,2009,Simulation,Electronic Arts,0.21,EU
3773,MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,0.2,EU
3774,Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,0.2,EU
3775,NASCAR 09,PS2,2008,Racing,Electronic Arts,0.2,EU
3776,Blitz: The League,XB,2004,Sports,Midway Games,0.11,EU
3777,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.2,EU
3778,LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.19,EU
3779,Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.1,EU
3783,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.17,EU
3784,SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.32,EU
3785,Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.14,EU
3786,Burnout Revenge,XB,2005,Racing,Electronic Arts,0.19,EU
3787,FIFA 12,PSP,2011,Sports,Electronic Arts,0.26,EU
3788,Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.19,EU
3789,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.28,EU
3790,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,0.2,EU
3792,NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.2,EU
3793,Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.27,EU
3794,Spider-Man,N64,2000,Action,Activision,0.09,EU
3796,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.1,EU
3797,X-Men Legends,GC,2004,Role-Playing,Activision,0.11,EU
3798,Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.21,EU
3799,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.0,EU
3801,Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.2,EU
3802,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.15,EU
3803,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.2,EU
3804,Stuntman: Ignition,PS3,2007,Racing,THQ,0.26,EU
3807,Oni,PS2,2001,Action,Take-Two Interactive,0.2,EU
3808,The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.11,EU
3809,Juiced,PS2,2005,Racing,THQ,0.2,EU
3810,The Warriors,PS2,2005,Action,Take-Two Interactive,0.02,EU
3811,Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.2,EU
3812,J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0.0,EU
3813,Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.01,EU
3814,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.17,EU
3815,Picross 3D,DS,2009,Puzzle,Nintendo,0.03,EU
3816,Just Dance 2015,XOne,2014,Misc,Ubisoft,0.13,EU
3817,Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.16,EU
3818,NASCAR 2000,N64,1999,Racing,Electronic Arts,0.03,EU
3819,Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.03,EU
3821,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,0.2,EU
3822,Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.09,EU
3823,Seaman,DC,1999,Simulation,Sega,0.0,EU
3824,Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,0.01,EU
3825,The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.2,EU
3826,GT Pro Series,Wii,2006,Racing,Ubisoft,0.01,EU
3827,Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0.0,EU
3828,Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.11,EU
3829,Classic Word Games,DS,2009,Misc,Ubisoft,0.37,EU
3830,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.04,EU
3831,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.02,EU
3832,The Golden Compass,PS2,2007,Action,Sega,0.0,EU
3834,NBA Live 08,X360,2007,Sports,Electronic Arts,0.0,EU
3835,Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.2,EU
3836,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.04,EU
3837,Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.14,EU
3838,We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.2,EU
3839,NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.11,EU
3841,NBA Live 09,PS3,2008,Sports,Electronic Arts,0.0,EU
3843,Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,0.2,EU
3844,Mega Man 6,NES,1993,Platform,Capcom,0.07,EU
3846,Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.07,EU
3847,Rival Schools: United By Fate,PS,1998,Fighting,Capcom,0.08,EU
3848,Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.29,EU
3850,PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0.15,EU
3851,Ratatouille,PS3,2007,Action,THQ,0.32,EU
3852,Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,0.02,EU
3853,Kung Fu Panda,PS3,2008,Action,Activision,0.21,EU
3854,Swing Away Golf,PS2,2000,Sports,Electronic Arts,0.13,EU
3855,J-League Pro Soccer Club o Tsukurou! 3,PS2,2003,Sports,Sega,0.0,EU
3856,Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.19,EU
3857,Ratatouille,Wii,2007,Action,THQ,0.04,EU
3858,Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.2,EU
3859,Gun,XB,2005,Shooter,Activision,0.12,EU
3860,That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.14,EU
3861,Lair,PS3,2007,Action,Sony Computer Entertainment,0.04,EU
3862,Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.0,EU
3863,The Punisher,PS2,2005,Action,THQ,0.2,EU
3865,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0.0,EU
3866,SSX On Tour,PS2,2005,Sports,Electronic Arts,0.2,EU
3867,Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.14,EU
3868,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.14,EU
3869,Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.0,EU
3870,Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.11,EU
3871,The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.05,EU
3872,Iron Man,DS,2008,Action,Sega,0.12,EU
3873,NFL 2K3,XB,2002,Sports,Sega,0.11,EU
3874,NBA Live 2002,PS,2001,Sports,Electronic Arts,0.19,EU
3875,Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,0.2,EU
3876,My Word Coach,Wii,2007,Misc,Ubisoft,0.02,EU
3877,Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.1,EU
3878,Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.46,EU
3879,Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.17,EU
3881,Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.2,EU
3882,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.13,EU
3883,The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.07,EU
3884,Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.25,EU
3885,International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.05,EU
3886,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.12,EU
3888,StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.29,EU
3889,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.18,EU
3890,SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.2,EU
3891,The Saboteur,X360,2009,Action,Electronic Arts,0.21,EU
3892,Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.23,EU
3893,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.27,EU
3894,Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.21,EU
3895,Jam With the Band,DS,2008,Misc,Nintendo,0.0,EU
3896,Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.1,EU
3897,Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0.0,EU
3898,Summoner,PS2,2000,Role-Playing,THQ,0.2,EU
3900,NBA Live 07,PSP,2006,Sports,Electronic Arts,0.0,EU
3901,Sega Bass Fishing,Wii,2008,Sports,Sega,0.01,EU
3902,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.03,EU
3904,"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.14,EU
3905,Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.09,EU
3906,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.09,EU
3907,Wrecking Crew,NES,1985,Platform,Nintendo,0.0,EU
3908,International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.26,EU
3909,Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.0,EU
3910,Monsters vs. Aliens,DS,2009,Action,Activision,0.13,EU
3911,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.19,EU
3912,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.02,EU
3913,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.23,EU
3914,NBA Live 2004,XB,2003,Sports,Electronic Arts,0.04,EU
3916,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.14,EU
3917,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.03,EU
3918,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.12,EU
3919,R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.22,EU
3920,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.04,EU
3921,Test Drive Unlimited,PSP,2007,Racing,Atari,0.28,EU
3922,LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.16,EU
3923,Picross DS,DS,2007,Puzzle,Nintendo,0.02,EU
3924,Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.03,EU
3925,NHL 07,PS2,2006,Sports,Electronic Arts,0.02,EU
3926,Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.21,EU
3927,Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.19,EU
3928,NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.01,EU
3930,The BIGS,PS2,2007,Sports,Take-Two Interactive,0.19,EU
3932,Burnout Revenge,X360,2006,Racing,Electronic Arts,0.05,EU
3933,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.24,EU
3935,Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.13,EU
3936,Dishonored,PC,2012,Action,Bethesda Softworks,0.19,EU
3937,Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.01,EU
3938,NBA Ballers,XB,2004,Sports,Midway Games,0.11,EU
3939,Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.19,EU
3940,River Raid II,2600,1988,Shooter,Activision,0.03,EU
3941,Capcom Classics Collection,PS2,2005,Misc,Capcom,0.17,EU
3942,Guitar Hero Live,XOne,2015,Misc,Activision,0.17,EU
3943,Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.25,EU
3946,NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.19,EU
3947,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.13,EU
3949,NHL 09,X360,2008,Sports,Electronic Arts,0.01,EU
3950,Sonic Riders,PS2,2006,Racing,Sega,0.02,EU
3951,Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.19,EU
3953,Midnight Magic,2600,1983,Action,Atari,0.03,EU
3954,Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.15,EU
3955,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.34,EU
3956,Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.12,EU
3957,Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.06,EU
3959,Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0.0,EU
3960,Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,0.02,EU
3961,Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.1,EU
3962,Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.19,EU
3964,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.19,EU
3965,Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.19,EU
3966,Chopper Command,2600,1982,Shooter,Activision,0.03,EU
3967,Activision Anthology,PS2,2002,Misc,Activision,0.19,EU
3969,WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.19,EU
3970,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.26,EU
3972,Boogie,Wii,2007,Misc,Electronic Arts,0.03,EU
3973,Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.07,EU
3975,Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.0,EU
3976,Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.09,EU
3977,Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.01,EU
3978,Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.19,EU
3979,Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.05,EU
3980,Fortune Street,Wii,2011,Misc,Nintendo,0.04,EU
3982,Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.18,EU
3983,NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.01,EU
3984,Spider-Man 2,DS,2004,Action,Activision,0.02,EU
3988,FIFA 14,PSV,2013,Sports,Electronic Arts,0.25,EU
3989,Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.19,EU
3990,The Saboteur,PS3,2009,Action,Electronic Arts,0.22,EU
3991,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.19,EU
3992,Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.16,EU
3993,Madden NFL 11,PS2,2010,Sports,Electronic Arts,0.02,EU
3994,Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.0,EU
3995,Alien: Isolation,XOne,2014,Shooter,Sega,0.24,EU
3996,The Price is Right,DS,2008,Misc,Ubisoft,0.0,EU
3997,Monster Hunter,PS2,2004,Role-Playing,Capcom,0.08,EU
3998,Cars 2,X360,2011,Racing,Disney Interactive Studios,0.17,EU
3999,Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.16,EU
4000,Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.1,EU
4001,SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,0.19,EU
4002,Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0.0,EU
4003,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.07,EU
4004,Shrek SuperSlam,PS2,2005,Action,Activision,0.19,EU
4005,Rayman Advance,GBA,2001,Platform,Ubisoft,0.13,EU
4006,Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0.0,EU
4007,PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,EU
4008,Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.02,EU
4009,Fantastic 4,PS2,2005,Action,Activision,0.01,EU
4010,Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.2,EU
4012,The Evil Within,X360,2014,Action,Bethesda Softworks,0.2,EU
4013,RealSports Tennis,2600,1982,Sports,Atari,0.03,EU
4014,Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.19,EU
4015,Raiders of the Lost Ark,2600,1981,Action,Atari,0.03,EU
4017,Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.15,EU
